[2026-03-12T16:38:50.099683Z] | [0.54] | [0f7dcd1e] | [Banco Unión S.A.]
[2026-03-12T16:45:34.699546Z] | [2.8] | [04685201] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.701071Z] | [1.57] | [c3a06b0b] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.702644Z] | [3.06] | [4f28c65e] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.704095Z] | [1.02] | [c69ae267] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.705551Z] | [0.72] | [7bb0bd19] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.706977Z] | [2.76] | [fdd1e12d] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.708401Z] | [3.4] | [0431e767] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.709821Z] | [2.14] | [58e53161] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.711272Z] | [3.97] | [b247d677] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.712745Z] | [3.3] | [5af051c6] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.714237Z] | [3.14] | [bd619954] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.715584Z] | [0.66] | [c758d00e] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.716882Z] | [0.89] | [ee50771f] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.718169Z] | [1.65] | [339b8b18] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.719485Z] | [0.79] | [ea08734d] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.720773Z] | [3.6] | [abe9114f] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.722055Z] | [2.04] | [7fb39e96] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.723447Z] | [0.82] | [dbf81fce] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.724752Z] | [3.18] | [d1c2372d] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.726039Z] | [3.98] | [046345d7] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.727332Z] | [3.22] | [09c06d99] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.728728Z] | [2.2] | [1785c87f] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.730036Z] | [1.0] | [8f9505d3] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.731437Z] | [2.24] | [ea359c45] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.732754Z] | [1.6] | [cc75281f] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.734039Z] | [0.84] | [07bcaa9e] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.735326Z] | [1.01] | [bc71fa69] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.736635Z] | [2.13] | [d8e472c8] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.737938Z] | [1.27] | [99e6786e] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.739228Z] | [2.03] | [2b8482af] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.740519Z] | [3.89] | [3af53070] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.741815Z] | [2.7] | [e0402d82] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.743115Z] | [1.97] | [a216fd83] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.744371Z] | [2.65] | [1cdb18b4] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.745646Z] | [3.77] | [db69b902] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.746935Z] | [3.97] | [b59a4fec] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.748228Z] | [2.2] | [c56d56f2] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.749519Z] | [3.16] | [55c71913] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.750814Z] | [1.91] | [fc60c0d3] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.752114Z] | [2.17] | [e7f0f960] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.753513Z] | [3.4] | [09acc9c1] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.754822Z] | [1.1] | [587b218f] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.756106Z] | [1.79] | [836a310a] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.757397Z] | [1.45] | [005ce997] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.758704Z] | [3.63] | [d7407d53] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.769908Z] | [2.56] | [2ea9ca6c] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.771311Z] | [1.85] | [c87ce27f] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.772714Z] | [0.89] | [a1b9a917] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.774118Z] | [1.93] | [d7c77a08] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.775714Z] | [1.14] | [2c1612cf] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.777123Z] | [3.6] | [a6b3fa03] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.778519Z] | [0.61] | [9123fb76] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.779918Z] | [2.61] | [bd3cfb4f] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.781312Z] | [1.59] | [8a0e6568] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.782718Z] | [1.99] | [a928790d] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.784101Z] | [2.93] | [6011760f] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.785740Z] | [3.81] | [84f6aab7] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.787180Z] | [3.23] | [e2c63b00] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.788614Z] | [1.7] | [11367e64] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.790049Z] | [3.7] | [b1db33ea] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.791758Z] | [1.78] | [130cd0a7] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.793193Z] | [2.0] | [e34f0aeb] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.794628Z] | [1.84] | [1a128f61] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.796096Z] | [3.53] | [d765e5cc] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.797501Z] | [3.3] | [a1f4ccf2] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.798901Z] | [0.91] | [8502449f] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.800398Z] | [1.64] | [856b6c91] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.801850Z] | [3.87] | [b8ec3b24] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.803290Z] | [3.37] | [4d708960] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.804707Z] | [3.25] | [e09b0fd3] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.806236Z] | [0.85] | [a7d837dd] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.807991Z] | [2.63] | [fa0fa8d5] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.809603Z] | [2.03] | [0ba68bf0] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.811170Z] | [2.07] | [1ac5a822] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.812598Z] | [1.9] | [a0db90b7] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.814034Z] | [3.95] | [e2cebea3] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.815482Z] | [1.59] | [d4e09c80] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.816872Z] | [2.33] | [229b4bd8] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.818276Z] | [1.8] | [ea8a0c49] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.819719Z] | [0.55] | [d092a468] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.821156Z] | [1.01] | [ff907b69] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.822777Z] | [1.26] | [9e5f78b4] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.824212Z] | [3.12] | [2d5770bf] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.825721Z] | [1.87] | [4f021467] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.827164Z] | [3.63] | [ea08aac7] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.828630Z] | [3.16] | [7def6d1e] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.830125Z] | [3.63] | [794e81aa] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.831598Z] | [1.32] | [94c2607e] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.833010Z] | [2.44] | [05fd8b78] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.834417Z] | [3.77] | [17d2c32f] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.835929Z] | [2.04] | [579b8613] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.837476Z] | [1.97] | [5dd68fe7] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.838890Z] | [2.64] | [211ec941] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.840412Z] | [2.82] | [dbe73b9a] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.841889Z] | [3.12] | [cd9b9701] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.843313Z] | [1.51] | [e4fdd22e] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.844768Z] | [3.14] | [34906435] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.846197Z] | [1.48] | [5895490b] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.847666Z] | [1.3] | [c1c16d05] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.849085Z] | [3.54] | [34bb85a1] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.850512Z] | [2.28] | [150a19cf] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.851898Z] | [3.27] | [ada1d16d] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.853443Z] | [3.44] | [83452f8c] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.854789Z] | [3.61] | [8f820414] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.856110Z] | [3.88] | [2566469e] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.857434Z] | [2.3] | [0cc39e0a] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.858757Z] | [3.23] | [e85ec54f] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.860067Z] | [0.74] | [649378fc] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.861375Z] | [2.11] | [b2c683b1] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.862794Z] | [0.65] | [e28208c8] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.864254Z] | [2.4] | [b854f7ac] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.865630Z] | [1.29] | [c46435ac] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.866972Z] | [2.55] | [6b170831] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.868977Z] | [1.57] | [9ea7c9f5] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.871078Z] | [2.01] | [46d227b8] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.872788Z] | [0.86] | [bfe9dde3] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.874207Z] | [0.6] | [47c067af] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.875680Z] | [2.08] | [eea116b7] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.877072Z] | [1.73] | [2057453f] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.878459Z] | [2.75] | [713fded7] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.879921Z] | [2.6] | [228d55f3] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.881302Z] | [2.03] | [554284f1] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.882691Z] | [0.66] | [bfb72662] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.884312Z] | [1.2] | [b86b843b] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.885701Z] | [3.21] | [a4321f2e] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.887082Z] | [1.61] | [1095f2a6] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.888442Z] | [1.13] | [7bccb9b3] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.889911Z] | [1.38] | [25e65736] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.891343Z] | [1.83] | [cc012f70] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.892728Z] | [2.74] | [7224e9d7] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.894091Z] | [1.53] | [a0342660] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.895527Z] | [0.74] | [a165c73f] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.896978Z] | [2.61] | [0198e4fa] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.898396Z] | [1.13] | [3ac2cd77] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.900200Z] | [0.98] | [8d08a4cf] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.901567Z] | [0.68] | [4088cefa] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.902931Z] | [3.3] | [a9e7f02e] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.904271Z] | [3.37] | [b163179b] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.905611Z] | [0.68] | [76c0cf96] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.906969Z] | [2.25] | [6dd62397] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.908307Z] | [2.56] | [31e5fc72] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.909648Z] | [1.45] | [e5deab1a] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.911014Z] | [1.21] | [cca164dc] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.912380Z] | [1.35] | [bb41595c] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.913717Z] | [3.8] | [eafc1420] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.915215Z] | [3.49] | [7d68e1cc] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.916567Z] | [3.32] | [4f3b30a6] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.917912Z] | [2.89] | [43409625] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.919250Z] | [3.45] | [678e0200] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.920594Z] | [1.86] | [9552e090] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.921937Z] | [1.38] | [73097490] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.923271Z] | [1.81] | [bd21d4b9] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.924595Z] | [1.85] | [674da99c] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.925932Z] | [3.62] | [592d818e] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.927370Z] | [0.8] | [3944df2d] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.928805Z] | [1.66] | [0c278f2f] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.930270Z] | [3.37] | [1427e04d] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.931762Z] | [3.05] | [b4e9f3c9] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.933107Z] | [2.34] | [8ba8b945] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.934482Z] | [3.68] | [75197238] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.935841Z] | [2.25] | [c5b51fe6] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.937186Z] | [2.04] | [ba45ab49] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.938523Z] | [1.99] | [dd14f4e6] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.939864Z] | [3.37] | [6e680c64] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.941202Z] | [3.0] | [b93ee9df] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.942642Z] | [3.27] | [e40c21eb] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.943997Z] | [0.66] | [78ba355f] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.945343Z] | [1.82] | [65789c67] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.946899Z] | [0.51] | [68878978] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.948292Z] | [3.12] | [61167f09] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.949619Z] | [0.98] | [7cd5ee40] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.950945Z] | [3.01] | [dc72f1a8] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.952264Z] | [1.17] | [e2a64f3d] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.953582Z] | [2.52] | [fe9a6011] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.954925Z] | [3.36] | [b2550500] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.956247Z] | [3.44] | [167ce6d2] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.957575Z] | [3.45] | [0a902110] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.958890Z] | [3.85] | [5b1c2efb] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.960312Z] | [2.78] | [11e03c8d] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.961764Z] | [1.68] | [f7285dd4] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.963307Z] | [1.04] | [a878ac13] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.964658Z] | [0.74] | [8deaa255] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.966001Z] | [2.03] | [69a0816c] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.967331Z] | [0.69] | [335dbf6e] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.968644Z] | [2.5] | [ec300058] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.969971Z] | [1.05] | [2f8f57be] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.971297Z] | [1.51] | [14c2c550] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.972615Z] | [0.54] | [8f95bfd0] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.973947Z] | [3.39] | [691299dc] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.975274Z] | [3.02] | [1b115bec] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.976619Z] | [2.86] | [7d72cf01] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.979926Z] | [3.79] | [0f7988b7] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.981302Z] | [0.53] | [16967fd1] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.983056Z] | [2.95] | [cb5d4822] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.984695Z] | [2.82] | [d0ff9ee8] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.986156Z] | [1.46] | [f6735869] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.987571Z] | [1.77] | [bef95981] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.989108Z] | [3.05] | [4383411d] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.990579Z] | [3.18] | [76f95a71] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.992035Z] | [2.66] | [2091d4b0] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.994299Z] | [2.35] | [fbede6eb] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.996246Z] | [0.99] | [89103934] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.997776Z] | [1.5] | [f315b92b] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:34.999204Z] | [1.92] | [ef2aefa0] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:35.000639Z] | [1.16] | [41ef5dfc] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:35.002083Z] | [0.7] | [edf90f80] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:35.003527Z] | [0.51] | [d2b080f8] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:35.004898Z] | [3.34] | [e37d5c22] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:35.006325Z] | [2.54] | [97219cef] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:35.007780Z] | [1.1] | [540f9cbb] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:35.009387Z] | [1.13] | [c24b8faf] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:35.011143Z] | [3.57] | [0e7f87a8] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:35.012982Z] | [3.99] | [4119e5a5] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:35.014667Z] | [0.51] | [e7c0d9c2] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:35.016313Z] | [3.12] | [917912c1] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:35.017782Z] | [1.05] | [a19aefde] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:35.019333Z] | [2.15] | [04d24525] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:35.021109Z] | [3.41] | [f71298b0] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:35.023299Z] | [2.83] | [fb44ed42] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:35.025281Z] | [1.1] | [3b3fc11d] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:35.027005Z] | [1.5] | [c230a76c] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:35.028630Z] | [3.42] | [c67dbb84] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:35.030056Z] | [2.82] | [b00552ff] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:35.031652Z] | [0.7] | [65a2f70c] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:35.033379Z] | [1.09] | [3188b41d] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:35.034753Z] | [3.1] | [d5d88915] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:35.036120Z] | [1.27] | [49a20d39] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:35.037443Z] | [2.53] | [a4a83010] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:35.038824Z] | [0.56] | [d401086a] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:35.040177Z] | [2.25] | [a66d9ef8] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:35.041888Z] | [2.03] | [c913ee5a] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:35.043554Z] | [1.06] | [0c5b8e92] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:35.045895Z] | [2.26] | [10adb415] | [Banco Nacional de Bolivia S.A. (BNB)]
[2026-03-12T16:45:35.047656Z] | [1.51] | [54fefc2a] | [Banco Nacional de Bolivia S.A. (BNB)]
